flight_no,flight_id,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,arrival_city,status,actual_departure,actual_arrival,aircraft_code,seats,book_ref,total_amount,amount,fare_conditions,ticket_no
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,077340,59900.00,6300.00,Economy,5432320387   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,2C42CE,34100.00,6300.00,Economy,5432320388   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,26BB40,36000.00,6300.00,Economy,5432320389   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,5916C9,47300.00,6300.00,Economy,5432320390   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,5916C9,47300.00,6300.00,Economy,5432320391   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,0B9521,59300.00,18900.00,Business,5432320392   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,A8F575,34100.00,6300.00,Economy,5432320393   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,B202FE,46800.00,6300.00,Economy,5432320394   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,B202FE,46800.00,6300.00,Economy,5432320395   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,7E532A,58700.00,6300.00,Economy,5432320396   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,7E532A,58700.00,6300.00,Economy,5432320397   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,6B8F17,34100.00,6300.00,Economy,5432320398   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,DA8D63,36000.00,18900.00,Business,5432320399   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,2545F5,34100.00,6300.00,Economy,5432320400   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,DBB3C1,23400.00,6300.00,Economy,5432320401   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,6071AB,23400.00,6300.00,Economy,5432320402   
PG0480,136778,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,SU9,97,CCAB10,46800.00,6300.00,Economy,5432320403   
PG0480,136778,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,SU9,97,CCAB10,46800.00,6300.00,Economy,5432320404   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,4C2BCF,104200.00,6300.00,Economy,5432320405   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,4C2BCF,104200.00,6300.00,Economy,5432320406   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,4C2BCF,104200.00,18900.00,Business,5432320407   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,31D713,24000.00,6300.00,Economy,5432320408   
PG0480,136861,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,SU9,97,95C355,59400.00,6300.00,Economy,5432320409   
PG0480,136861,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,SU9,97,95C355,59400.00,6300.00,Economy,5432320410   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,7C32FB,57500.00,6300.00,Economy,5432320411   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,7C32FB,57500.00,6300.00,Economy,5432320412   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,6809BE,23400.00,6300.00,Economy,5432320413   
PG0480,136612,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,SU9,97,179876,46800.00,6300.00,Economy,5432320414   
PG0480,136612,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,SU9,97,179876,46800.00,6300.00,Economy,5432320415   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,BDEB32,46800.00,6300.00,Economy,5432320416   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,BDEB32,46800.00,6300.00,Economy,5432320417   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,A30BCD,23400.00,6300.00,Economy,5432320418   
PG0480,136769,2017-02-10T09:25:00Z,2017-02-10T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-10T09:30:00Z,2017-02-10T10:21:00Z,SU9,97,4F340C,59300.00,18900.00,Business,5432320419   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,BF17CE,46700.00,6300.00,Economy,5432320420   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,2DED4A,23400.00,6300.00,Economy,5432320421   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,5B9D1E,23400.00,6300.00,Economy,5432320422   
PG0480,136922,2017-02-11T09:25:00Z,2017-02-11T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-11T09:27:00Z,2017-02-11T10:17:00Z,SU9,97,2819F5,34100.00,6300.00,Economy,5432320423   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,13F435,34700.00,6900.00,Economy,5432320424   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,581767,23400.00,6300.00,Economy,5432320425   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,DEEBCB,34700.00,6900.00,Economy,5432320426   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,172048,48600.00,18900.00,Business,5432320427   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,4A0CC7,36000.00,6300.00,Economy,5432320428   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,D382E5,82800.00,6300.00,Economy,5432320429   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,D382E5,82800.00,6300.00,Economy,5432320430   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,D382E5,82800.00,6300.00,Economy,5432320431   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,58F167,36000.00,18900.00,Business,5432320432   
PG0480,136660,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,SU9,97,E8C378,46700.00,6300.00,Economy,5432320433   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,A85277,23400.00,6300.00,Economy,5432320434   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,5C3B85,93600.00,6300.00,Economy,5432320435   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,5C3B85,93600.00,6300.00,Economy,5432320436   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,5C3B85,93600.00,6300.00,Economy,5432320437   
PG0480,136620,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,SU9,97,5C3B85,93600.00,6300.00,Economy,5432320438   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,6BD95D,48600.00,18900.00,Business,5432320439   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,E7B23D,24000.00,6900.00,Economy,5432320440   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,792712,96000.00,6300.00,Economy,5432320441   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,792712,96000.00,18900.00,Business,5432320442   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,792712,96000.00,6300.00,Economy,5432320443   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,C85D6D,23400.00,6300.00,Economy,5432320444   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,C1B0E3,68800.00,6300.00,Economy,5432320445   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,C1B0E3,68800.00,6300.00,Economy,5432320446   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,1593E8,23400.00,6300.00,Economy,5432320447   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,D1C011,34600.00,6300.00,Economy,5432320448   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,8F2EDB,47400.00,6300.00,Economy,5432320449   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,8F2EDB,47400.00,6900.00,Economy,5432320450   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,DF6812,23400.00,6300.00,Economy,5432320451   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,176D15,44800.00,6300.00,Economy,5432320452   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,835F8A,34100.00,6300.00,Economy,5432320453   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,A70499,46800.00,6300.00,Economy,5432320454   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,A70499,46800.00,6300.00,Economy,5432320455   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,965342,23900.00,6300.00,Economy,5432320456   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,7FDAF4,23400.00,6300.00,Economy,5432320457   
PG0480,136861,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,SU9,97,BF6F3F,23400.00,6300.00,Economy,5432320458   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,E02BD7,70100.00,18900.00,Business,5432320459   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,E02BD7,70100.00,6300.00,Economy,5432320460   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,72BDEF,23900.00,6300.00,Economy,5432320461   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,8F8CD3,34600.00,6300.00,Economy,5432320462   
PG0480,136612,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,SU9,97,71AAEA,23400.00,6300.00,Economy,5432320463   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,C5BD1F,24000.00,6900.00,Economy,5432320464   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,12DCDC,68800.00,6900.00,Economy,5432320465   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,12DCDC,68800.00,6300.00,Economy,5432320466   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,9193DA,36000.00,6300.00,Economy,5432320467   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,6B09D9,36000.00,6300.00,Economy,5432320468   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,7E4948,23400.00,6300.00,Economy,5432320469   
PG0480,136612,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,SU9,97,82C74A,34600.00,6300.00,Economy,5432320470   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,737B3C,70600.00,18900.00,Business,5432320471   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,737B3C,70600.00,6300.00,Economy,5432320472   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,C37039,23900.00,6300.00,Economy,5432320473   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,230D58,47400.00,6300.00,Economy,5432320474   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,230D58,47400.00,6300.00,Economy,5432320475   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,64DAAB,24000.00,6900.00,Economy,5432320476   
PG0480,136778,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,SU9,97,0ECEA2,23400.00,6300.00,Economy,5432320477   
PG0480,136807,2017-02-23T09:25:00Z,2017-02-23T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-23T09:28:00Z,2017-02-23T10:18:00Z,SU9,97,00FDFF,24600.00,6900.00,Economy,5432320478   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,CB57A9,36000.00,6300.00,Economy,5432320479   
PG0480,136605,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,SU9,97,1D3A1A,23400.00,6300.00,Economy,5432320480   
PG0480,136660,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,SU9,97,82FDC1,23400.00,6300.00,Economy,5432320481   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,4F9BD7,34100.00,6300.00,Economy,5432320482   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,EFF9C2,23900.00,6300.00,Economy,5432320483   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,F8E139,59900.00,18900.00,Business,5432320484   
PG0480,136857,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,SU9,97,F8E139,59900.00,6300.00,Economy,5432320485   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,46105F,92700.00,6300.00,Economy,5432320486   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,46105F,92700.00,6300.00,Economy,5432320487   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,46105F,92700.00,6300.00,Economy,5432320488   
PG0480,136660,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,SU9,97,660750,23400.00,6300.00,Economy,5432320489   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,5FBE0A,46800.00,6300.00,Economy,5432320490   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,5FBE0A,46800.00,6300.00,Economy,5432320491   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,F15B1A,95400.00,18900.00,Business,5432320492   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,F15B1A,95400.00,6300.00,Economy,5432320493   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,F15B1A,95400.00,6300.00,Economy,5432320494   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,D6AB70,47400.00,6300.00,Economy,5432320495   
PG0480,136875,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,SU9,97,D6AB70,47400.00,6900.00,Economy,5432320496   
PG0480,136778,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,SU9,97,A935C4,46800.00,6300.00,Economy,5432320497   
PG0480,136778,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,SU9,97,A935C4,46800.00,6300.00,Economy,5432320498   
PG0480,136815,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,SU9,97,A2AB1F,23400.00,6300.00,Economy,5432320499   
PG0480,136827,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,SU9,97,E32CA8,23400.00,6300.00,Economy,5432320500   
PG0480,136802,2017-02-26T09:25:00Z,2017-02-26T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-26T09:32:00Z,2017-02-26T10:22:00Z,SU9,97,C23843,23400.00,6300.00,Economy,5432320501   
PG0480,136888,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Belgorod,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,SU9,97,BA750C,36500.00,6300.00,Economy,5432320502   
